Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category
APPLE	US	com.magshop.ns.emp.1409	 	September 2014	 	IA1	1	4.13	04/30/2014	04/30/2014	AUD	AU	AUD	852173961	6.49	 	MAG0204.1	 	 	Entertainment
APPLE	US	au.com.acpmagazines.awwrecipes.subscriptions.1mth	 	The Australian Women’s Weekly Cookbooks Subscriptions_200_30	 	IAY	2	5.72	04/30/2014	04/30/2014	AUD	AU	AUD	617841288	8.99	 	ACP_AWW_Recipes	Renewal	1 Month	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	6	0	04/30/2014	04/30/2014	HKD	HK	HKD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	1	0	04/30/2014	04/30/2014	USD	BN	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	14	0	04/30/2014	04/30/2014	USD	PH	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	1	0	04/30/2014	04/30/2014	SEK	SE	SEK	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	1	0	04/30/2014	04/30/2014	USD	LB	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	1F	1	0	04/30/2014	04/30/2014	USD	US	USD	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	7F	1	0	04/30/2014	04/30/2014	USD	US	USD	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	au.com.bauermedia.topgear.subs.onemth	 	TopGear  Subscriptions_200_30	 	IAY	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	741822464	0	 	SKU_Bauer_TopGear	New	1 Month	Lifestyle
APPLE	US	com.magshop.ns.wdw.1417.1	 	Woman's Day 1417	 	IA1	7	1.9	04/30/2014	04/30/2014	AUD	AU	AUD	797269510	2.99	 	MAG0536	 	 	Entertainment
APPLE	US	com.magshop.ns.dol.1304.1	 	Dolly 1304	 	IA1	1	3.18	04/30/2014	04/30/2014	AUD	AU	AUD	642300312	4.99	 	MAG0184	 	 	Lifestyle
APPLE	US	BeautyBites_001	PBL MEDIA PTY LTD.	Beauty Bites	1.2.2	7	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	684585688	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.shp.1209.1	 	Shop Til you Drop 1209	 	IA1	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	575093462	0	FREE	MAG0430	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1417.1	 	ZOO Weekly 1417	 	IA1	1	2.09	04/30/2014	04/30/2014	NZD	NZ	NZD	738259661	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	com.magshop.ns.mon.1307.1	 	Money 1307	 	IA1	1	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	605223992	5.99	 	MAG0352	 	 	Finance
APPLE	US	com.magshop.ns.zoo.months.1.1	 	ZOO Subscription_200_30	 	IAY	1	4.9	04/30/2014	04/30/2014	USD	US	USD	626544914	6.99	 	MAG0553	Renewal	1 Month	Entertainment
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	2	5.72	04/30/2014	04/30/2014	AUD	AU	AUD	471832469	8.99	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	com.magshop.ns.zoo.1414.1	 	ZOO Weekly 1414	 	IA1	2	1.9	04/30/2014	04/30/2014	AUD	AU	AUD	738259645	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	1T	6	0	04/30/2014	04/30/2014	NZD	NZ	NZD	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	7T	22	0	04/30/2014	04/30/2014	NZD	NZ	NZD	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	ACP03	PBL MEDIA PTY LTD.	Myer Emporium	1.9.0	1T	23	0	04/30/2014	04/30/2014	AUD	AU	AUD	400191481	0	 	 	 	 	Lifestyle
APPLE	US	ACP03	PBL MEDIA PTY LTD.	Myer Emporium	1.9.0	7T	5	0	04/30/2014	04/30/2014	AUD	AU	AUD	400191481	0	 	 	 	 	Lifestyle
APPLE	US	SKUTRADER_SupplyChainReview	PBL MEDIA PTY LTD.	Supply Chain Review (SCR) for iPad	1.0	1T	1	0	04/30/2014	04/30/2014	CNY	CN	CNY	561378101	0	 	 	 	 	News
APPLE	US	au.com.acpmagazines.aww.2013.november	 	AWW November 2013	 	IA1	1	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	655347299	5.99	 	ACP003	 	 	Entertainment
APPLE	US	au.com.acpmagazines.gourmettraveller.2014.may	 	GT May 2014	 	IA1	1	4.54	04/30/2014	04/30/2014	NZD	NZ	NZD	670868560	6.49	 	ACPGT001	 	 	Food & Drink
APPLE	US	au.com.bauermedia.wwmag.subscriptions.6mth	 	Weight Watchers Subscriptions_500_180	 	IAY	3	0	04/30/2014	04/30/2014	AUD	AU	AUD	646627179	0	 	SKU_Bauer_WeightWatchers	New	6 Months	Health & Fitness
APPLE	US	com.magshop.ns.mby.1312.1	 	Mother and Baby 2013-12	 	IA1	1	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	645412246	5.99	 	MAG0354	 	 	Lifestyle
APPLE	US	au.com.bauermedia.australiangeographic.subscriptions.6mth	 	Aus Geo Subscriptions_500_180	 	IAY	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	661958407	0	 	SKU_Bauer_Australian_Geographic	New	6 Months	Education
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	1T	1	0	04/30/2014	04/30/2014	NZD	NZ	NZD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0001	PBL MEDIA PTY LTD.	Magshop	2.4.1	7F	18	0	04/30/2014	04/30/2014	AUD	AU	AUD	378036778	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.clo.1312.1	 	CLO 1312	 	IA1	1	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	821341004	5.99	 	MAG0132	 	 	Lifestyle
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	1	0	04/30/2014	04/30/2014	USD	EC	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.cos.months.1.1	 	Cosmopolitan Australia Subscription_200_30	 	IAY	2	2.54	04/30/2014	04/30/2014	AUD	AU	AUD	642292678	3.99	 	MAG0958	Renewal	1 Month	Lifestyle
APPLE	US	com.magshop.fit.1405.1	 	Women's Fitness 2014-05	 	IA1	1	3.18	04/30/2014	04/30/2014	AUD	AU	AUD	820770160	4.99	 	MAG0001	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.3months	 	AWW Paid Subscription_400_90	 	IAY	3	6.99	04/30/2014	04/30/2014	AUD	AU	AUD	471821185	10.99	 	ACP003	Renewal	3 Months	Entertainment
APPLE	US	au.com.acpmagazines.aww.subscriptions.3months	 	AWW Paid Subscription_400_90	 	IAY	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	471821185	0	 	ACP003	New	3 Months	Entertainment
APPLE	US	com.magshop.adb.1405.1	 	Australian Dirt Bike 2014-05	 	IA1	1	4.77	04/30/2014	04/30/2014	AUD	AU	AUD	733689146	7.49	 	MAG0001	 	 	Lifestyle
APPLE	US	MAG0043	PBL MEDIA PTY LTD.	Auto Action Magazine Australia	1.3.5	1F	13	0	04/30/2014	04/30/2014	AUD	AU	AUD	639980943	0	 	 	 	 	Sports
APPLE	US	com.magshop.ns.mon.1403.1	 	Money 1403	 	IA1	2	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	681458398	5.99	 	MAG0352	 	 	Finance
APPLE	US	au.com.bauermedia.ellemag.2014.05.issue	 	Elle 2014.05 - May issue	 	IA1	1	2.73	04/30/2014	04/30/2014	EUR	DE	EUR	804310057	4.49	 	SKU_Bauer_ElleMag	 	 	Lifestyle
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	1	0	04/30/2014	04/30/2014	INR	IN	INR	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	2	0	04/30/2014	04/30/2014	USD	CL	USD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	MAG0536	PBL MEDIA PTY LTD.	Woman's Day	1.3.5	7F	49	0	04/30/2014	04/30/2014	AUD	AU	AUD	547520978	0	 	 	 	 	Entertainment
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	3	0	04/30/2014	04/30/2014	USD	US	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	1	0	04/30/2014	04/30/2014	USD	BR	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	71	0	04/30/2014	04/30/2014	CNY	CN	CNY	817999055	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.aaa.months.12.1	 	Auto Action Magazine Australia Subscription_600_365	 	IAY	1	63.63	04/30/2014	04/30/2014	AUD	AU	AUD	642293480	99.99	 	MAG0043	Renewal	1 Year	Sports
APPLE	US	au.com.bauermedia.topgear.2014.may.issue	 	TopGear 2014.05- May issue	 	IA1	4	4.13	04/30/2014	04/30/2014	AUD	AU	AUD	796807657	6.49	 	SKU_Bauer_TopGear	 	 	Lifestyle
APPLE	US	com.magshop.for.1404.1	 	F1 Racing 2014-04	 	IA1	1	4.13	04/30/2014	04/30/2014	AUD	AU	AUD	840629091	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.months.12.1	 	ZOO Subscription_600_365	 	IAY	1	44.54	04/30/2014	04/30/2014	AUD	AU	AUD	626545696	69.99	 	MAG0553	Renewal	1 Year	Entertainment
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	61	0	04/30/2014	04/30/2014	AUD	AU	AUD	661038898	0	 	 	 	 	Education
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	5	3.18	04/30/2014	04/30/2014	AUD	AU	AUD	471832348	4.99	 	ACPGT001	Renewal	1 Month	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	55	0	04/30/2014	04/30/2014	AUD	AU	AUD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	MAG0256	PBL MEDIA PTY LTD.	Gourmet Traveller WINE Magazine	1.3.5	1F	1	0	04/30/2014	04/30/2014	GBP	GB	GBP	639981929	0	 	 	 	 	Lifestyle
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	4	0	04/30/2014	04/30/2014	RUB	RU	RUB	823254501	0	 	 	 	 	Lifestyle
APPLE	US	MAG0053	PBL MEDIA PTY LTD.	Australian Geographic Outdoor Magazine	1.3.5	1F	1	0	04/30/2014	04/30/2014	USD	BR	USD	639977537	0	 	 	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	2	0	04/30/2014	04/30/2014	USD	PH	USD	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	2	0	04/30/2014	04/30/2014	EUR	IT	EUR	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	9	0	04/30/2014	04/30/2014	CNY	CN	CNY	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	1	0	04/30/2014	04/30/2014	HKD	HK	HKD	622413964	0	 	 	 	 	Entertainment
APPLE	US	NZ_CO_ACPMEDIA_KIAORA	PBL MEDIA PTY LTD.	KiaOra	1.6.4	1F	1	0	04/30/2014	04/30/2014	CHF	CH	CHF	385173690	0	 	 	 	 	Travel
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	2	0	04/30/2014	04/30/2014	NZD	NZ	NZD	725842093	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.ellemag.subs.6mth	 	ELLE Subscriptions_500_180	 	IAY	2	0	04/30/2014	04/30/2014	AUD	AU	AUD	697996987	0	 	SKU_Bauer_ElleMag	New	6 Months	Lifestyle
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	2	0	04/30/2014	04/30/2014	ZAR	ZA	ZAR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	04/30/2014	04/30/2014	AED	AE	AED	393065903	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.okm.1419.1	 	OK! 1419	 	IA1	3	2.41	04/30/2014	04/30/2014	AUD	AU	AUD	797853868	3.79	 	MAG0001	 	 	Lifestyle
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	2	0	04/30/2014	04/30/2014	NZD	NZ	NZD	639976688	0	 	 	 	 	Lifestyle
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	2	0	04/30/2014	04/30/2014	GBP	GB	GBP	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0420	PBL MEDIA PTY LTD.	Rolling Stone Australia	1.3.5	1F	31	0	04/30/2014	04/30/2014	AUD	AU	AUD	639979132	0	 	 	 	 	Music
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	7F	1	0	04/30/2014	04/30/2014	JPY	JP	JPY	574650057	0	 	 	 	 	Entertainment
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	7F	5	0	04/30/2014	04/30/2014	NZD	NZ	NZD	574650057	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.fit.1405.1	 	Women's Fitness 1405	 	IA1	2	3.18	04/30/2014	04/30/2014	AUD	AU	AUD	645785712	4.99	 	MAG2068	 	 	Health & Fitness
APPLE	US	ACP011	PBL MEDIA PTY LTD.	Harper’s BAZAAR Australia Runway Report	1.6.1	1T	1	0	04/30/2014	04/30/2014	ILS	IL	ILS	448250232	0	 	 	 	 	Entertainment
APPLE	US	ACP011	PBL MEDIA PTY LTD.	Harper’s BAZAAR Australia Runway Report	1.6.1	7T	1	0	04/30/2014	04/30/2014	EUR	GR	EUR	448250232	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.wdw.1407.1	 	Woman's Day 1407	 	IA1	1	1.9	04/30/2014	04/30/2014	AUD	AU	AUD	797227253	2.99	 	MAG0536	 	 	Entertainment
APPLE	US	SKUTRADER_TradeABoat	PBL MEDIA PTY LTD.	Trade-A-Boat for iPad	1.0	1T	1	0	04/30/2014	04/30/2014	USD	US	USD	561365874	0	 	 	 	 	News
APPLE	US	REDDOSMARTER01	PBL MEDIA PTY LTD.	Smarter Business Ideas	1.3.25	7T	1	0	04/30/2014	04/30/2014	AUD	AU	AUD	567645200	0	 	 	 	 	Business
APPLE	US	au.com.bauermedia.topgear.subs.6mth	 	TopGear  Subscriptions_500_180	 	IAY	1	0	04/30/2014	04/30/2014	NZD	NZ	NZD	725842341	0	 	SKU_Bauer_TopGear	New	6 Months	Lifestyle
APPLE	US	MAG0421	PBL MEDIA PTY LTD.	Rugby League Week	1.3.7	1F	1	0	04/30/2014	04/30/2014	USD	NG	USD	505309539	0	 	 	 	 	Sports
APPLE	US	com.magshop.ns.new.1415.1	 	NW 1415	 	IA1	1	1.9	04/30/2014	04/30/2014	AUD	AU	AUD	738227003	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	1T	1	0	04/30/2014	04/30/2014	RUB	RU	RUB	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.cos.1401.1	 	Cosmopolitan 1401	 	IA1	1	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	643554810	5.99	 	MAG0958	 	 	Lifestyle
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	17	0	04/30/2014	04/30/2014	AUD	AU	AUD	813461450	0	 	 	 	 	Lifestyle
APPLE	US	ACP016	PBL MEDIA PTY LTD.	QANTAS Magazine	1.3.0	7T	1	0	04/30/2014	04/30/2014	USD	UY	USD	501279725	0	 	 	 	 	Travel
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	04/30/2014	04/30/2014	USD	TH	USD	813461450	0	 	 	 	 	Lifestyle
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	04/30/2014	04/30/2014	USD	MY	USD	813461450	0	 	 	 	 	Lifestyle
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	7F	2	0	04/30/2014	04/30/2014	USD	US	USD	574650057	0	 	 	 	 	Entertainment
APPLE	US	au.com.ffm.monthlysub	 	Farms and Farm Machinery Monthly_200_30	 	IAY	1	4.77	04/30/2014	04/30/2014	AUD	AU	AUD	551198950	7.49	 	SKUTRADER_FarmsFM	Renewal	1 Month	News
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.6months	 	GT Paid Subscription_500_180	 	IAY	1	14	04/30/2014	04/30/2014	CAD	CA	CAD	471832471	19.99	 	ACPGT001	Renewal	6 Months	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1year	 	GT Paid Subscription_600_365	 	IAY	2	13.69	04/30/2014	04/30/2014	GBP	GB	GBP	471832473	22.49	 	ACPGT001	Renewal	1 Year	Food & Drink
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	7F	64	0	04/30/2014	04/30/2014	AUD	AU	AUD	639978764	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.rlw.1418.1	 	Rugby League Week 1418	 	IA1	60	3.18	04/30/2014	04/30/2014	AUD	AU	AUD	738227525	4.99	 	MAG0421	 	 	Sports
APPLE	US	com.magshop.ns.rlw.1418.1	 	Rugby League Week 1418	 	IA1	2	3.49	04/30/2014	04/30/2014	NZD	NZ	NZD	738227525	4.99	 	MAG0421	 	 	Sports
APPLE	US	com.magshop.ns.amw.months.1.1	 	Australian Motorcycle News Subscription_200_30	 	IAY	2	0	04/30/2014	04/30/2014	AUD	AU	AUD	601969729	0	 	MAG0067	New	1 Month	Sports
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	1	0	04/30/2014	04/30/2014	TRY	TR	TRY	639967384	0	 	 	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	2	0	04/30/2014	04/30/2014	EUR	NL	EUR	639967384	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.hng.subs.sixmth	 	House and Garden Subscriptions_500_180	 	IAY	1	15.9	04/30/2014	04/30/2014	AUD	AU	AUD	743047889	24.99	 	SKU_Bauer_HNG	Renewal	6 Months	Lifestyle
APPLE	US	ACP011	PBL MEDIA PTY LTD.	Harper’s BAZAAR Australia Runway Report	1.6.1	1T	1	0	04/30/2014	04/30/2014	NZD	NZ	NZD	448250232	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.rcp.1311.1	 	Recipes+ 1311	 	IA1	1	2.1	04/30/2014	04/30/2014	USD	US	USD	605227997	2.99	 	MAG1273	 	 	Food & Drink
APPLE	US	com.magshop.ns.cos.1405.1	 	Cosmopolitan 1405	 	IA1	8	3.81	04/30/2014	04/30/2014	AUD	AU	AUD	643555161	5.99	 	MAG0958	 	 	Lifestyle
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	99	0	04/30/2014	04/30/2014	AUD	AU	AUD	384025506	0	 	 	 	 	Entertainment
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	7F	2	0	04/30/2014	04/30/2014	AUD	AU	AUD	639967384	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.topgear.subs.1yr	 	TopGear  Subscriptions_600_365	 	IAY	1	28.63	04/30/2014	04/30/2014	AUD	AU	AUD	725842342	44.99	 	SKU_Bauer_TopGear	Renewal	1 Year	Lifestyle
APPLE	US	au.com.bauermedia.ellemag.subs.1mth	 	ELLE Subscriptions_200_30	 	IAY	2	0	04/30/2014	04/30/2014	AUD	AU	AUD	697996986	0	 	SKU_Bauer_ElleMag	New	1 Month	Lifestyle
APPLE	US	MAG0536	PBL MEDIA PTY LTD.	Woman's Day	1.3.5	1F	1	0	04/30/2014	04/30/2014	CNY	CN	CNY	547520978	0	 	 	 	 	Entertainment
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	1F	9	0	04/30/2014	04/30/2014	NZD	NZ	NZD	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	1F	49	0	04/30/2014	04/30/2014	AUD	AU	AUD	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.1.0	7T	1	0	04/30/2014	04/30/2014	EUR	IT	EUR	661038898	0	 	 	 	 	Education
APPLE	US	SKU_Bauer_Australian_Geographic	PBL MEDIA PTY LTD.	Australian Geographic Magazine	1.0.16	7T	1	0	04/30/2014	04/30/2014	EUR	PL	EUR	661038898	0	 	 	 	 	Education
APPLE	US	com.magshop.rlw.1418.1	 	Rugby League Week 1418	 	IA1	1	2.8	04/30/2014	04/30/2014	USD	US	USD	737568079	3.99	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.gme.months.6.1	 	Good Health Subscription_500_180	 	IAY	4	12.72	04/30/2014	04/30/2014	AUD	AU	AUD	575094512	19.99	 	MAG0253	Renewal	6 Months	Health & Fitness
APPLE	US	com.magshop.hgn.1403.1	 	House & Garden 2014-03	 	IA1	1	4.13	04/30/2014	04/30/2014	AUD	AU	AUD	734130705	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.fbf.1205.1	 	4x4 1205	 	IA1	1	5.72	04/30/2014	04/30/2014	AUD	AU	AUD	642620445	8.99	 	MAG0004	 	 	Lifestyle
APPLE	US	com.magshop.gmg.1350.1	 	G Magazine 1350	 	IA1	1	5.72	04/30/2014	04/30/2014	AUD	AU	AUD	858331052	8.99	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.new.1417.1	 	NW 1417	 	IA1	1	17500	04/30/2014	04/30/2014	IDR	ID	IDR	738227016	25000	 	MAG0369	 	 	Entertainment
APPLE	US	GTRG2014	PBL MEDIA PTY LTD.	GT 2014 Restaurant Guide	1.2.5	1	2	0	04/30/2014	04/30/2014	NZD	NZ	NZD	705700418	0	 	 	 	 	Food & Drink
APPLE	US	SKU_Bauer_WeightWatchers	PBL MEDIA PTY LTD.	Weight Watchers Magazine Australia	1.0.12	7T	12	0	04/30/2014	04/30/2014	GBP	GB	GBP	646610584	0	 	 	 	 	Health & Fitness
APPLE	US	com.mogeneration.acp.harpersbazaar.subscriptions3.1year	 	Harpers Auto Renewable Subs_600_365	 	IAY	1	2.8	04/30/2014	04/30/2014	CAD	CA	CAD	497852766	3.99	 	ACP011	Renewal	1 Year	Entertainment
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	7F	5	0	04/30/2014	04/30/2014	USD	US	USD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.aww.subscriptions.1year	 	AWW Paid Subscription_600_365	 	IAY	1	22.4	04/30/2014	04/30/2014	USD	TH	USD	471822135	31.99	 	ACP003	Renewal	1 Year	Entertainment
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	7T	1	0	04/30/2014	04/30/2014	CAD	CA	CAD	725842093	0	 	 	 	 	Lifestyle
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	1	0	04/30/2014	04/30/2014	SGD	SG	SGD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	9	0	04/30/2014	04/30/2014	TWD	TW	TWD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	1	0	04/30/2014	04/30/2014	EUR	BE	EUR	374405599	0	 	 	 	 	Food & Drink
APPLE	US	SKUTRADER_Earthmovers	PBL MEDIA PTY LTD.	Earthmovers and Excavators for iPad	1.1	1T	2	0	04/30/2014	04/30/2014	USD	US	USD	546261009	0	 	 	 	 	News
APPLE	US	com.magshop.ns.zoo.1417.1	 	ZOO Weekly 1417	 	IA1	4	1.9	04/30/2014	04/30/2014	AUD	AU	AUD	738259661	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	MAG0004	PBL MEDIA PTY LTD.	4x4 Magazine Australia	1.3.5	1F	2	0	04/30/2014	04/30/2014	NZD	NZ	NZD	639975024	0	 	 	 	 	Lifestyle
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	1	0	04/30/2014	04/30/2014	USD	US	USD	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	com.magshop.ns.new.months.1.1	 	NW Subscription_200_30	 	IAY	1	6.99	04/30/2014	04/30/2014	NZD	NZ	NZD	575081143	9.99	 	MAG0369	Renewal	1 Month	Entertainment
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	1	0	04/30/2014	04/30/2014	JPY	JP	JPY	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.amw.months.12.1	 	Australian Motorcycle News Subscription_600_365	 	IAY	1	57.27	04/30/2014	04/30/2014	AUD	AU	AUD	601969731	89.99	 	MAG0067	Renewal	1 Year	Sports
APPLE	US	SKUTRADER_SupplyChainReview	PBL MEDIA PTY LTD.	Supply Chain Review (SCR) for iPad	1.0	1T	1	0	04/30/2014	04/30/2014	GBP	GB	GBP	561378101	0	 	 	 	 	News
